File Name,Keywords,Content
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"(c) Notwithstanding the provisions of this Section 9.9, it is agreed that the Obligors shall not be required to provide the holders a Mortgage or otherwise grant a Lien on the Real Property listed on Schedule 9.9, provided, however, if there are any improvements to such Real Property after the date of the Omnibus Amendment, the Obligors hereby covenant and agree to provide notice of such improvements to the holders not later than five Business Days after such improvements and, if requested by the Required Holders, provide to the holders a Mortgage and all other Collateral Documents reasonably requested by the Required Holders granting the holders a Lien on any such Real Property, together with environmental audits, mortgage title insurance commitment, real property surveys (unless waived by the Required Holders), local counsel opinion(s) and, if reasonably required by the Required Holders, supplemental casualty insurance and flood insurance, and such other documents, instruments or agreements reasonably requested by the Required Holders, in each case, in form and substance reasonably satisfactory to the Required Holders."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"“Omnibus Amendment” means the Omnibus Third Amendment, Supplement and Joinder to Note Purchase Agreement and Collateral Documents dated as of October 24, 2012 by and among the Issuers, the Guarantors and the Purchaser."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"SECTION 3. AMENDMENTS TO CURRENT COLLATERAL DOCUMENTS.
Section 3.1. Security Agreement. (a) The definition of “Fixed Rate Notes” set forth in the Current Security Agreement is hereby amended and restated in its entirety to read as follows:
“Fixed Rate Notes” means (i) the 5.38% Senior Secured Guaranteed Notes due June 1, 2017 of the Fixed Rate Issuers in the original aggregate principal amount of $15,334,000 and (ii) the 4.15% Senior Secured Guaranteed Notes, Series 2012, due June 1, 2017 of the Fixed Rate Issuers in the original aggregate principal amount of $2,989,552 (the “Series 2012 Fixed Rate Notes”), in each case, as may be amended, restated or otherwise modified from time to time.
 "
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"Section 3.4. Collateral Documents. For the avoidance of doubt, all references to the “Notes” or the “Fixed Rate Notes” in each Current Collateral Document shall be deemed a reference to the Series 2011 Notes and the Series 2012 Notes."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"(h) All actions necessary to create and perfect the Liens of the Collateral Documents with respect to the Series 2012 Notes (including, without limitation, (i) the filing of all appropriate UCC financing statement amendments, (ii) the recordation of all amendments to the Current Mortgages with public officials and the payment of all related fees and taxes and (iii) the amendment or replacement of all Control Agreements covering deposit accounts, securities accounts and commodities accounts maintained by the Obligors with any depository, securities intermediary or commodities intermediary) shall have been consummated in accordance with the provisions of the Collateral Documents."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"(k) Each of Independence, Independence RE 1, Independence RE 2 and Independence RE 3 shall have executed and delivered to the Purchaser (i) an Addendum (as defined therein) to the Current Security Agreement and (ii) an Addendum (as defined therein) to the Current Pledge Agreement, and all actions necessary to create and perfect the Liens of the Collateral Documents with respect to each of Independence, Independence RE 1, Independence RE 2 and Independence RE 3 shall have been satisfied (as contemplated by Section 4.12 of the Current Note Purchase Agreement)."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"(c) Collateral Documents. Each reference in the Current Note Purchase Agreement and in each other Financing Agreement, as applicable, to “the Collateral Documents” or to any one of such Collateral Documents or words of similar import in instruments or documents provided for in the Current Note Purchase Agreement or delivered or to be delivered thereunder or in connection therewith, shall, except where the context otherwise requires, be deemed a reference to the Collateral Documents (as hereby amended)."
10_collateral_documents_4_break_line+footer.docx,Collateral Documents,"Section 7.3. Fees and Expenses of Counsel. Without limiting Section 15 of the Current Note Purchase Agreement, the Obligors jointly and severally agree to pay the additional fees and disbursements of the Purchaser’s special counsel, Chapman and Cutler LLP, incurred in connection with the negotiation, preparation, execution and delivery of this Amendment, the Series 2012 Notes, the amendments to and restatements of, as applicable, the Collateral Documents and the transactions contemplated hereby and thereby which fees and disbursements shall be reflected in the statement of such special counsel delivered to the Obligors in accordance with Section 4.6 of the Current Note Purchase Agreement."
7_collateral_documents_1.docx,Collateral Documents,ASSIGNMENT AND ACCEPTANCE OF COLLATERAL DOCUMENTS
7_collateral_documents_1.docx,Collateral Documents,"     This Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents (this “Amendment No. 1”) dated as of October 31, 2008 (the “Amendment Date”), is among Smith & Wesson Holding Corporation, a Nevada corporation (“Holdings”), Smith & Wesson Corp., a Delaware corporation (“S&W Corp.”), Thompson/Center Arms Company, Inc., a New Hampshire corporation (“TCAC”), Thompson Center Holding Corporation, a Delaware corporation (“TCHC”), Fox Ridge Outfitters, Inc., a New Hampshire corporation (“Fox Ridge”), Bear Lake Holdings, Inc., a Delaware corporation (“Bear Lake”), K.W. Thompson Tool Company, Inc., a New Hampshire corporation (“K.W. Thompson”), and O.L. Development, Inc., a New Hampshire corporation (“O.L. Development”) (Holdings, S&W Corp. and TCAC are hereinafter referred to individually as a “Borrower”, and collectively as the “Borrowers”, and the Borrowers, TCHC, Fox Ridge, Bear Lake, K.W. Thompson are O.L. Development are hereinafter referred to individually as a “Credit Party,” and collectively as the “Credit Parties”), the Lenders (as defined below), and Toronto Dominion (Texas) LLC, a Delaware limited liability company (“Toronto Dominion (Texas)”, in its capacity as administrative agent (in such capacity, the “Administrative Agent”) for itself and the other lenders party to the Credit Agreement (as defined below) from time to time (the “Lenders”), and TD Bank, N.A., a national banking association (“TD Bank”), in its capacity as successor Administrative Agent."
7_collateral_documents_1.docx,Collateral Documents,"          2.3 Assignment and Acceptance of Collateral Documents. Effective upon the satisfaction of the conditions set forth in Section 5 below, Toronto Dominion (Texas), in its capacity as resigning Administrative Agent, hereby assigns and transfers irrevocably to TD Bank, in its capacity as successor Administrative Agent and its successors and assigns, all the estates, properties, rights, powers and duties of Toronto Dominion (Texas) in, to and under the Collateral Documents. Effective upon the satisfaction of the conditions set forth in Section 5 below, TD Bank hereby accepts such assignment and accepts all the estates, properties, rights, powers and duties of Toronto Dominion (Texas) under and pursuant to the Collateral Documents."
7_collateral_documents_1.docx,Collateral Documents,"          2.4 Further Assurances. Toronto Dominion (Texas) will, at the expense of the Credit Parties and at any time and from time to time, promptly execute and deliver all further instruments and documents (including, without limitation, assignments of all collateral documents heretofore executed as security for the Credit Agreement and the Notes and which name Toronto Dominion (Texas) as secured party, assignee, mortgagee or the like), and take all further action, that may be necessary or desirable, or that Toronto Dominion (Texas) may reasonably request, in order to transfer any of the estates, properties, rights, powers and duties granted or purported to be granted hereby or to enable TD Bank to exercise and enforce its rights and remedies under the Collateral Documents."
7_collateral_documents_1.docx,Collateral Documents,"     6.4 Assignments and Acceptances of Certain Collateral Documents. Toronto Dominion (Texas), as resigning Administrative Agent, and TD Bank, as successor Administrative Agent, shall have executed and delivered (a) an Assignment and Acceptance of Mortgage, Collateral Assignment of Leases and Rents, Security Agreement and Fixture Filing with respect to the real property located at 2100 Roosevelt Avenue and 299 Page Boulevard, Springfield, Hampden County, Massachusetts, (b) an Assignment and Acceptance of Mortgage, Collateral Assignment of Leases and Rents, Security Agreement and Fixture Filing with respect to the real property located at 19 Aviation Drive, Houlton, Southern Aroostook County, Maine, and (c) an Assignment and Acceptance of Mortgage, Collateral Assignment of Leases and Rents, Security Agreement and Fixture Filing with respect to the real property located at 400 North Main Street, Rochester, Strafford County, New Hampshire."
7_collateral_documents_1.docx,Collateral Documents,     Each of the undersigned has caused this Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents to be executed and delivered by its duly authorized officer as of the date first above written.
7_collateral_documents_1.docx,Collateral Documents,"     Each of the undersigned Guarantors, Smith & Wesson Holding Corporation, a Nevada corporation, and Thompson/Center Arms Company, Inc., a New Hampshire corporation, as parties to the Holdings/Thompson/Center Arms Guaranty dated as of November 30, 2007 (the “Holdings/Thompson/Center Arms Guaranty”), hereby consents to Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents of even date herewith (“Amendment No. 1”), agrees to the provisions applicable to such Guarantor contained therein and acknowledges and confirms that the Holdings/Thompson/Center Arms Guaranty and all of the Loan Documents, are and remain in full force and effect. Each of the undersigned Guarantors jointly and severally represents to the Administrative Agent and the Lenders that the representations and warranties set forth in Article V of the Credit Agreement (as that term is defined in the Amendment No. 1) and Section 10 of the Holdings/Thompson/Center Arms Guaranty and in the other Loan Documents are each true and correct in all material respects on the date hereof and on the Amendment Date (as that term is defined in Amendment No. 1) as if originally made on the date hereof and on the Amendment Date, except as the same may expressly relate to an earlier date. Delivery of an executed counterpart of a signature page of this Amendment No. 1 by telecopy or in PDF format by electronic mail shall be effective as delivery of a manually executed counterpart of this Acknowledgment and Consent of Holdings/Thompson/Center Arms Guaranty."
7_collateral_documents_1.docx,Collateral Documents,"     Each of the undersigned Guarantors, Smith & Wesson Holding Corporation, a Nevada corporation, and Smith & Wesson Corp., a Delaware corporation, as parties to the Holdings/S&W Corp. Guaranty dated as of November 30, 2007 (the “Holdings/S&W Corp. Guaranty”), hereby consents to Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents of even date herewith (“Amendment No. 1”), agrees to the provisions applicable to such Guarantor contained therein and acknowledges and confirms that the Holdings/S&W Corp. Guaranty and all of the Loan Documents, are and remain in full force and effect. Each of the undersigned Guarantors jointly and severally represents to the Administrative Agent and the Lenders that the representations and warranties set forth in Article V of the Credit Agreement (as that term is defined in the Amendment No. 1) and Section 10 of the Holdings/S&W Corp. Guaranty and in the other Loan Documents are each true and correct in all material respects on the date hereof and on the Amendment Date (as that term is defined in Amendment No. 1) as if originally made on the date hereof and on the Amendment Date, except as the same may expressly relate to an earlier date. Delivery of an executed counterpart of a signature page of this Amendment No. 1 by telecopy or in PDF format by electronic mail shall be effective as delivery of a manually executed counterpart of this Acknowledgment and Consent of Holdings/S&W Corp. Guaranty."
7_collateral_documents_1.docx,Collateral Documents,"     Each of the undersigned Guarantors, Smith & Wesson Corp., a Delaware corporation, and Thompson/Center Arms Company, Inc., a New Hampshire corporation, as parties to the Operating Companies Guaranty dated as of November 30, 2007 (the “Operating Companies Guaranty”), hereby consents to Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents of even date herewith (“Amendment No. 1”), agrees to the provisions applicable to such Guarantor contained therein and acknowledges and confirms that the Operating Companies Guaranty and all of the Loan Documents, are and remain in full force and effect. Each of the undersigned Guarantors jointly and severally represents to the Administrative Agent and the Lenders that the representations and warranties set forth in Article V of the Credit Agreement (as that term is defined in the Amendment No. 1) and Section 10 of the Operating Companies Guaranty and in the other Loan Documents are each true and correct in all material respects on the date hereof and on the Amendment Date (as that term is defined in Amendment No. 1) as if originally made on the date hereof and on the Amendment Date, except as the same may expressly relate to an earlier date. Delivery of an executed counterpart of a signature page of this Amendment No. 1 by telecopy or in PDF format by electronic mail shall be effective as delivery of a manually executed counterpart of this Acknowledgment and Consent of Operating Companies Guaranty."
7_collateral_documents_1.docx,Collateral Documents,"     Each of the undersigned Guarantors, Thompson Center Holding Corporation, a Delaware corporation, Fox Ridge Outfitters, Inc., a New Hampshire corporation, Bear Lake Holdings, Inc., a Delaware corporation, K.W. Thompson Tool Company, Inc., a New Hampshire corporation, and O.L. Development, Inc., a New Hampshire corporation, as parties to the Subsidiary Guaranty dated as of November 30, 2007 (the “Subsidiary Guaranty”), hereby consents to Amendment No. 1 to Credit Agreement and Assignment and Acceptance of Collateral Documents of even date herewith (“Amendment No. 1”), agrees to the provisions applicable to such Guarantor contained therein and acknowledges and confirms that the Subsidiary Guaranty and all of the Loan Documents, are and remain in full force and effect. Each of the undersigned Guarantors jointly and severally represents to the Administrative Agent and the Lenders that the representations and warranties set forth in Article V of the Credit Agreement (as that term is defined in the Amendment No. 1) and Section 10 of the Subsidiary Guaranty and in the other Loan Documents are each true and correct in all material respects on the date hereof and on the Amendment Date (as that term is defined in Amendment No. 1) as if originally made on the date hereof and on the Amendment Date, except as the same may expressly relate to an earlier date. Delivery of an executed counterpart of a signature page of this Amendment No. 1 by telecopy or in PDF format by electronic mail shall be effective as delivery of a manually executed counterpart of this Acknowledgment and Consent of Subsidiary Guaranty."
8_collateral_documents_2.docx,Collateral Documents,REAFFIRMATION OF COLLATERAL DOCUMENTS
8_collateral_documents_2.docx,Collateral Documents,"This Omnibus Amendment No. 1 and Reaffirmation of Collateral Documents dated as of June 26, 2013 (this “Amendment”) is entered into among Einstein Noah Restaurant Group, Inc., a Delaware corporation (the “Borrower”), each other Loan Party (as defined in the Credit Agreement referred to below) party hereto, each Lender (as defined in the Credit Agreement referred to below) party to such Credit Agreement as of the date hereof and Bank of America, N.A., as administrative agent (the “Administrative Agent”) for the Lenders. Capitalized terms used herein but not defined herein shall have the meanings provided in the Credit Agreement."
8_collateral_documents_2.docx,Collateral Documents,"““Excluded Swap Obligation” means, with respect to any Guarantor, any Swap Obligation if, and to the extent that, all or a portion of the Guaranty of such Guarantor of, or the grant by such Guarantor of a security interest pursuant to the Collateral Documents to secure, such Swap Obligation (or any Guaranty thereof) is or becomes illegal under the Commodity Exchange Act or any rule, regulation or order of the Commodity Futures Trading Commission (or the application or official interpretation of any thereof) by virtue of such Guarantor’s failure for any reason to constitute an “eligible contract participant” as defined in the Commodity Exchange Act and the regulations thereunder at the time the Guaranty of such Guarantor or the grant of such security interest becomes effective with respect to such Swap Obligation. If a Swap Obligation arises under a master agreement governing more than one swap, such exclusion shall apply only to the portion of such Swap Obligation that is attributable to swaps for which such Guaranty or security interest is or becomes illegal.”"
8_collateral_documents_2.docx,Collateral Documents,"SECTION 7. Continued Validity of Collateral Documents. Each of the Loan Parties agrees that except as specifically amended by this Amendment, each Collateral Document (as amended hereby) to which such Loan Party is a party shall remain in full force and effect, and each of the Loan Parties listed as signatories hereto reaffirms the continued validity of each such Collateral Document (as amended hereby) to which it is a party and agrees and confirms that the Obligations are secured under and in accordance with the Collateral Documents to which such Loan Party is a party. Each of the Collateral Documents (as amended hereby) and this Amendment shall be read and construed as a single agreement. All references in each of the Collateral Documents or any related agreement or instrument to the Collateral Documents shall hereafter refer to each of the Collateral Documents as amended hereby.
SECTION 8. Expenses. The Loan Parties agree to pay to the Administrative Agent upon demand therefor an amount equal to any and all reasonable out-of-pocket costs, expenses, and liabilities incurred or sustained by the Administrative Agent in connection with the preparation of this Amendment (including, without limitation, reasonable fees and expenses of legal counsel). Amounts payable pursuant to this Section 8 shall be subject to the provisions of Section 10.04(a) of the Credit Agreement, as fully as if set forth therein.
SECTION 9. Execution in Counterparts. This Amendment may be executed in any number of counterparts and by different parties hereto in separate counterparts, each of which when so executed and delivered shall be deemed to be an original and all of which taken together shall constitute but one and the same instrument. Delivery of an executed counterpart of a signature page of this Amendment by facsimile or other electronic imaging methods shall be effective as delivery of a manually executed counterpart of this Amendment.
 
SECTION 10. Governing Law. This Amendment shall be governed by and construed in accordance with the internal laws (as opposed to the conflicts of laws provisions) of the State of New York.
SECTION 11. Section Titles. The section titles contained in this Amendment are and shall be without substance, meaning or content of any kind whatsoever and are not a part of the agreement between the parties hereto.
(Signature pages follow)
 


IN WITNESS WHEREOF, the parties hereto have caused this Omnibus Amendment No. 1 and Reaffirmation of Collateral Document to be duly executed and delivered as of the date first above written.
 

 


 


 


 


 


 


 


 



 "
9_collateral_documents_3.docx,Collateral Documents,"“Collateral” means all real and personal property which is subject, from time to time, to the security interests or liens granted in or purported or intended to have been granted by any of the Collateral Documents."
9_collateral_documents_3.docx,Collateral Documents,"“Collateral Documents” means, collectively, the Security Agreement, the Holdings Pledge Agreement, the Depositary Agreement, the Consents and Estoppels, the Deed of Trust and any other security document, financing statement and the like filed or recorded in connection with the foregoing or with respect to the Collateral (but excluding, for the avoidance of doubt, the NES Escrow Agreement, the NES Escrow Account Disbursement Agreement or the NES Letter of Credit, if issued).
 "
9_collateral_documents_3.docx,Collateral Documents,"“Financing Documents” means, collectively, this Agreement, the Notes, the Collateral Documents and any other loan or security agreements or letter agreements or similar documents, agreements or instruments entered into in connection with any of the foregoing and designated a “Financing Document” (but excluding, for the avoidance of doubt, the NES Escrow Agreement and the NES Escrow Account Disbursement Agreement)."
9_collateral_documents_3.docx,Collateral Documents,"“Obligations” means, collectively, (a) all Debt, loans, advances, debts, liabilities (including any indemnification or other obligations that survive the termination hereof and of the other Financing Documents), letter of credit reimbursement obligations and other obligations, howsoever arising (including guarantee obligations and indemnification), owed by Borrower or Holdings to Administrative Agent, Collateral Agent or the Lenders of every kind and description (whether or not evidenced by any note or instrument and whether or not for the payment of money), direct or indirect, absolute or contingent, due or to become due, now existing or hereafter arising, pursuant to the terms of this Agreement, the Collateral Documents or any of the other Financing Documents, including all interest, fees (including Other Fees and Commitment Fees), charges, expenses, attorneys’ fees and accountants fees chargeable to Borrower or payable by Borrower or Holdings thereunder, (b) any and all sums advanced by Administrative Agent or Collateral Agent in order to preserve the Collateral or preserve its security interest in the Collateral and (c) in the event of any proceeding for the collection or enforcement of the obligations described in clauses (a) and (b) of this definition, after an Event of Default shall have occurred and be continuing, the expenses of retaking, holding, preparing for sale or lease, selling or otherwise disposing of or realizing on the Collateral, or of any exercise by Administrative Agent or Collateral Agent of their rights under the Collateral Documents, together with any necessary attorneys’ fees and court costs."
9_collateral_documents_3.docx,Collateral Documents,"“Permitted Liens” means: (a) the Liens created by, and other rights and interests of Collateral Agent and the other Secured Parties as provided in, the Operative Documents; (b) Liens imposed by any Governmental Authority for Taxes, either (i) secured by a bond reasonably acceptable to Administrative Agent or (ii) not yet due or (iii) being contested in good faith and by appropriate proceedings and in respect of which appropriate reserves have been established in accordance with GAAP, so long as (A) such proceedings could not reasonably be expected to result in the sale, forfeiture or loss of the Project or the Site (or any material portion thereof), title thereto or any material interest therein and shall not interfere in any material respect with the use or disposition of the Project or the Site (or any material portion thereof), or (B) a bond or other security acceptable to Administrative Agent in its reasonable discretion has been posted or provided in such manner and amount as to assure Administrative Agent that any Taxes determined to be due will be promptly paid in full when such contest is determined; (c) materialmen’s, mechanics’, workers’, repairmen’s, employees’ or other like Liens arising in the ordinary course of business either for amounts not yet due or for amounts being contested in good faith and by appropriate proceedings so long as (i) such proceedings could not reasonably be expected to result in the sale, forfeiture or loss of any material part of the Project or the Site, title thereto or any material interest therein and shall not interfere in any material respect with the use or disposition of the Project or the Site, and (ii) a bond or other security acceptable to Administrative Agent in its reasonable discretion has been posted or provided in such manner and amount as to assure Administrative Agent that any amounts determined to be due will be promptly paid in full when such contest is determined; (d) Permitted Encumbrances; (e) Liens incurred in the ordinary course of business in connection with worker’s compensation, unemployment insurance, social security and other Governmental Rules and that do not in the aggregate materially impair the use of the property or assets of Borrower or Holdings or the value of such property or assets for the purposes of such business; (f) minor defects, easements, rights-of-way, restrictions and other similar encumbrances incurred in the ordinary course of business and encumbrances consisting of zoning restrictions, licenses, restrictions on the use of property or minor imperfections in title and other land use and environmental rules or regulations of any Governmental Authority that do not secure any monetary obligations and which do not materially impair the property affected thereby for the purpose for which title was acquired or interfere with the operation of the Project as contemplated by the Operative Documents; (g) Liens, deposits or pledges to secure statutory obligations or performance of bids, tenders, contracts (other than for the repayment of borrowed money) or leases, or for purposes of like general nature in the ordinary course of business; (h) involuntary Liens junior to the Liens of the Collateral Documents (including a lien of an attachment, judgment or execution) securing a charge or obligation, on Borrower’s property, either real or personal, whether now or hereafter owned, in the aggregate sum of less than Twenty-Five Thousand Dollars ($25,000); (i) Liens and any right of setoff in favor of the Depositary granted pursuant to Section 3.5 of the Depositary Agreement; and (j) judgment Liens that do not involve any risk of forfeiture of the Project prior to the Maturity Date and, within ten (10) Business Days of their existence, or after the entry thereof, are being contested in good faith and by appropriate proceedings, and, if the judgment Lien exceeds One Hundred Fifty Thousand Dollars ($150,000), adequate reserves in accordance with GAAP have been provided for the Lien or the Lien is fully covered by insurance, bonds or other reasonable security."
9_collateral_documents_3.docx,Collateral Documents,"(n)     UCC Reports. Administrative Agent shall have received a Form UCC11 report (or similar report) of a recent date before the Closing Date for each of the jurisdictions in which the UCC Financing Statements and the Deed of Trust are to be filed in respect of the Collateral, showing that, upon due filing or recordation (assuming such filing or recordation occurred on the date of such respective reports), the security interests created under the Collateral Documents will be prior to all other financing statements or other security documents of record in respect of the Collateral (subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by the Collateral Documents)."
9_collateral_documents_3.docx,Collateral Documents,"(v)     Filing and Recordation of Security Interests. All Liens contemplated by the Collateral Documents to be created and perfected in favor of Collateral Agent pursuant to such Collateral Documents shall have been perfected, recorded (or deemed recorded) and filed in the appropriate jurisdictions (other than the Deed of Trust), shall be in full force and effect and shall constitute valid and enforceable first-priority Liens (subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by such Collateral Documents) on the Collateral under such Collateral Documents. Administrative Agent shall have received the UCC Financing Statements listed in Exhibit C-1, in proper form for filing."
9_collateral_documents_3.docx,Collateral Documents,"(ee)     Collateral Documents. After an Event of Default shall have occurred and be continuing, the expenses of retaking, holding, preparing for sale or lease, selling or otherwise disposing of or realizing on the Collateral, or of any exercise by Administrative Agent or Collateral Agent of their rights under the Collateral Documents, together with any necessary attorneys’ fees and court costs.
 "
9_collateral_documents_3.docx,Collateral Documents,"4.3     Governmental Authorizations. No approval, consent, exemption or authorization by, or notice to, or filing with, any Governmental Authority or any other Person is required in connection with (a) the execution, delivery or performance by any Borrower Entity or Class B Member of any Transaction Document to which such Person is a party, except (i) for approvals, consents, exemptions, authorizations, notices or filings that have been obtained or made or are not required to be obtained or made until a later date and (ii) for those the absence of which could not reasonably be expected to have a Material Adverse Effect, (b) the grant by any Borrower Entity of the Liens granted by it pursuant to the Collateral Documents or (c) upon the recordation of the Deed of Trust and the filings of the UCC Financing Statements listed in Exhibit C-1, and subject to the timely filing of related continuation statements at a later date, the perfection or maintenance of the Liens created under the Collateral Documents (including the first priority nature thereof, subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by the Collateral Documents)."
9_collateral_documents_3.docx,Collateral Documents,"4.8     Filings. No filing, recording, refiling or rerecording, other than the recordation of the Deed of Trust and the filings of the UCC Financing Statements listed in Exhibit C-1, and the timely filing of related continuation statements at a later date, is necessary to perfect and maintain the perfection and priority of the security interests created by the Collateral Documents in the Collateral that can be perfected by filing."
